evid,std_x_km,std_y_km,std_z_km,std_t_s,std_xyz_km,ess_xyzt_min,ess_x,ess_y,ess_z,ess_t,n_samples,degree,ess_rank_hi,std_rank_lo,suspicious_score
60,0.055713277,0.031191815,0.049530424,0.0092028305,0.080809414,10.42223,10.42223,12.256692,10.544816,109.156906,12602,85,0.9432071269487751,0.9398663697104677,0.8864886582903855
504,0.048126087,0.047955375,0.0689176,0.010598822,0.09677538,12.622101,12.622101,32.384304,37.30021,75.374985,12602,85,0.9042316258351892,0.9788418708240534,0.8850997762907921
536,0.050643016,0.050746266,0.082800835,0.009735295,0.10952569,13.294896,13.294896,31.746977,37.843086,52.75579,12602,53,0.8930957683741648,0.9888641425389755,0.883150381198506
748,0.053546794,0.03033715,0.046143297,0.009119385,0.07692078,9.076012,9.076012,12.044209,10.330067,115.244125,12602,106,0.9587973273942093,0.920935412026726,0.8829904117539099
85,0.05314599,0.031453196,0.04498653,0.008829241,0.07640411,9.06637,9.727418,12.374122,9.06637,75.54599,12602,97,0.9599109131403117,0.9198218262806236,0.8829470091914225
995,0.052108455,0.028977426,0.044406418,0.0083778715,0.074343204,8.796346,9.044915,10.917281,8.796346,99.11421,12602,140,0.965478841870824,0.9109131403118039,0.8794673637531558
790,0.051450774,0.029982867,0.047745828,0.008346662,0.07632705,9.236176,9.256278,11.956974,9.236176,101.0138,12602,89,0.9543429844097995,0.9187082405345212,0.8767627640735909
396,0.058846645,0.034963794,0.03979032,0.009100913,0.0791749,10.619994,12.897813,17.12553,10.619994,169.23778,12602,37,0.9398663697104677,0.9320712694877505,0.8760224403648791
618,0.047068488,0.049245525,0.064246096,0.010707625,0.09363826,13.005192,13.005192,31.83863,32.050766,86.861435,12602,81,0.898663697104677,0.9688195991091314,0.8706430027628831
497,0.045212127,0.045000996,0.060774654,0.009872835,0.08810666,11.968929,11.968929,32.395073,33.385597,74.994705,12602,63,0.9120267260579065,0.9543429844097995,0.870386307607601
885,0.04968166,0.029159952,0.04254155,0.008666516,0.07161252,8.289872,8.289872,10.842999,8.6300125,85.87227,12602,154,0.9755011135857461,0.88641425389755,0.8646980917753383
352,0.07832381,0.06808429,0.0734742,0.010421489,0.1271556,14.825789,20.396662,14.825789,24.938297,137.90993,12602,36,0.8674832962138084,0.9944320712694877,0.86265321104558
821,0.047145396,0.048278622,0.06674665,0.011469617,0.094913796,13.756036,13.756036,32.274357,35.429214,95.66329,12602,67,0.8853006681514476,0.9732739420935411,0.8616400712298052
738,0.08483826,0.061692044,0.07495075,0.011717909,0.12892267,15.547049,21.790068,15.547049,23.32475,163.47218,12602,40,0.8574610244988864,0.9955456570155902,0.8536415990000049
385,0.047762834,0.028138632,0.041678373,0.0086452365,0.0693553,8.092358,8.092358,10.06662,9.177271,79.87074,12602,167,0.9799554565701558,0.8708240534521158,0.8533687828929419
669,0.04896784,0.0284567,0.035983726,0.008868597,0.06710038,7.586411,7.586411,10.691066,8.466568,97.98794,12602,239,0.9899777282850779,0.8585746102449888,0.8499697422135802
488,0.074138954,0.060600758,0.07483785,0.0106783975,0.12153082,15.597727,17.691227,15.597727,19.871431,169.50845,12602,63,0.8552338530066814,0.9933184855233853,0.8495195956369264
28,0.048792955,0.028652383,0.037670758,0.008916676,0.067976445,8.113835,8.113835,9.975445,8.450887,88.758575,12602,262,0.9788418708240534,0.8674832962138084,0.8491289725745407
761,0.046584815,0.028126594,0.03700165,0.00817208,0.06580556,7.816798,7.816798,10.074248,10.196496,56.85868,12602,221,0.9866369710467705,0.8463251670378619,0.8350156993268881
189,0.055586983,0.039464828,0.06564637,0.009940434,0.09464054,15.547458,18.258236,15.547458,41.38528,89.84678,12602,74,0.856347438752784,0.9710467706013363,0.8315534149136165
805,0.04660612,0.027531873,0.035951026,0.0072516133,0.06498162,7.6028967,7.6028967,9.89725,7.6375914,61.24043,12602,238,0.9888641425389755,0.8407572383073496,0.8313946855422344
372,0.04824187,0.049150866,0.06179708,0.009869182,0.092530884,15.52277,15.52277,35.667862,33.422195,77.925674,12602,45,0.8585746102449888,0.965478841870824,0.8289356203590259
599,0.0468728,0.027796721,0.03316177,0.0074000284,0.063792005,7.576754,7.576754,10.1687155,8.710561,65.35767,12602,216,0.9922048997772828,0.8351893095768373,0.8286789252037439
841,0.047818635,0.028683634,0.0340599,0.00895419,0.065341026,7.997756,7.997756,11.073446,10.315218,85.171036,12602,178,0.9821826280623608,0.8429844097995546,0.8279646430325246
26,0.05612142,0.054426327,0.11390261,0.01139387,0.1381508,16.84711,16.84711,38.360588,51.147564,91.60957,12602,32,0.8307349665924276,0.9966592427616926,0.8279596827396689
159,0.047232494,0.027132364,0.032333896,0.007739337,0.063344724,7.399522,7.399522,9.882895,8.68499,47.16302,12602,212,0.9966592427616926,0.8273942093541202,0.8246300861602868
264,0.046030402,0.027527127,0.03335494,0.008324431,0.063159265,7.4900427,7.4900427,9.825487,9.388011,89.60659,12602,243,0.9933184855233853,0.8240534521158129,0.8185475270459969
89,0.046214715,0.027485022,0.03327953,0.0079076905,0.0632357,7.585201,7.585201,9.646457,8.346772,61.146263,12602,181,0.9910913140311803,0.8251670378619154,0.8178158838497824
263,0.054978706,0.038956616,0.06934448,0.008657997,0.09668988,16.986223,18.731625,16.986223,51.4691,66.305824,12602,67,0.8285077951002227,0.977728285077951,0.8100555056770551
41,0.045375455,0.03024817,0.03807469,0.008215276,0.066509895,9.58477,9.58477,13.592713,14.070727,129.15901,12602,69,0.9510022271714922,0.8496659242761693,0.8080341863383614
341,0.046605464,0.02783189,0.032121006,0.007866629,0.063074894,7.902402,7.902402,9.940731,8.930067,71.51412,12602,206,0.9844097995545656,0.8207126948775055,0.8079176194562526
742,0.053052563,0.038385283,0.066803984,0.0113415895,0.093545586,16.842876,17.557137,16.842876,49.73624,99.55238,12602,77,0.8318485523385301,0.9677060133630289,0.8049848463053257
757,0.04628952,0.027310876,0.03040015,0.008178169,0.06174765,7.47288,7.47288,10.11622,9.247256,23.187433,12602,186,0.9944320712694877,0.8084632516703786,0.8039617859038397
120,0.024847781,0.022533275,0.056457356,0.00864097,0.06567034,9.773865,11.144977,19.570578,9.773865,61.99964,12602,42,0.9476614699331848,0.8452115812917594,0.8009744495315002
437,0.05527475,0.03951436,0.066683985,0.010781999,0.09520208,17.98777,18.988852,17.98777,47.18338,87.83904,12602,65,0.8173719376391981,0.9743875278396437,0.7964370216417577
941,0.045248024,0.0278804,0.031386945,0.00764643,0.06172391,7.962839,7.962839,10.152105,9.853006,47.240524,12602,220,0.9832962138084632,0.8073496659242761,0.7938638697228684
898,0.04951474,0.04806176,0.08569577,0.01067729,0.11002458,19.350664,35.979828,25.140785,19.350664,106.03367,12602,48,0.7984409799554565,0.9899777282850779,0.7904387875060143
155,0.051825833,0.037620574,0.060941957,0.009510814,0.08840332,17.12971,17.12971,18.498335,42.84926,82.474686,12602,74,0.8262806236080178,0.9565701559020044,0.790395384943527
129,0.048832696,0.04676051,0.100067765,0.010248282,0.12076727,20.131348,33.072243,24.415255,20.131348,140.14146,12602,56,0.7795100222717148,0.9922048997772828,0.7734336635234943
23,0.030933537,0.0277776,0.06222302,0.010156556,0.07483437,16.543995,36.715294,42.787537,16.543995,99.907104,12602,56,0.8374164810690423,0.9142538975501113,0.765611281690071
716,0.028010774,0.022766577,0.04604143,0.009171953,0.058504134,8.038651,11.157682,16.904552,12.072878,8.038651,12602,32,0.9810690423162584,0.7761692650334076,0.7614756375216393
71,0.04930764,0.047453947,0.08298381,0.00993053,0.1075613,20.675596,30.958158,22.92219,20.675596,107.29309,12602,56,0.765033407572383,0.9866369710467705,0.7548102439968054
252,0.038069986,0.026095143,0.046568956,0.0072158175,0.06556636,13.104887,13.104887,22.801172,53.401875,80.75462,12602,113,0.8942093541202673,0.844097995545657,0.7548003234110942
534,0.0306601,0.029637864,0.05895574,0.009112377,0.07276142,16.60547,16.60547,36.65698,18.894857,142.52522,12602,53,0.8363028953229398,0.8975501113585745,0.7506237568266029
169,0.049289398,0.048081838,0.084041305,0.010915394,0.10864736,21.66313,30.87914,22.257765,21.66313,138.49919,12602,50,0.744988864142539,0.987750556792873,0.7358631653612829
522,0.047667656,0.034286328,0.0587703,0.010731741,0.08307651,20.172085,20.172085,28.13186,48.601933,92.57389,12602,45,0.77728285077951,0.9454342984409799,0.7348698667169309
132,0.035367943,0.025668591,0.041079585,0.007429951,0.059977498,11.359792,11.359792,21.012688,41.607918,86.27408,12602,123,0.9253897550111359,0.7939866369710468,0.7347470994687526
984,0.037485994,0.025479682,0.04369433,0.009013227,0.0629572,13.100596,13.100596,25.063972,49.41384,100.82192,12602,142,0.8953229398663697,0.8195991091314031,0.7338058838993854
873,0.028321378,0.021808226,0.04216812,0.009202607,0.05527974,7.811732,11.108301,16.006163,11.4623575,7.811732,12602,48,0.987750556792873,0.7416481069042316,0.732563330539035
580,0.038028046,0.026328117,0.043812655,0.0068156575,0.06370911,14.516218,14.516218,23.795174,43.71422,79.612946,12602,120,0.8719376391982182,0.8340757238307349,0.727262017549516
103,0.04585409,0.037004028,0.037988085,0.008073435,0.07010699,17.855165,18.14989,17.855165,35.122433,83.79434,12602,34,0.8207126948775055,0.876391982182628,0.7192660254661435
560,0.039701167,0.027513267,0.03951235,0.009822887,0.062405035,13.708451,13.708451,26.08706,50.408916,122.34582,12602,117,0.88641425389755,0.8106904231625834,0.7186075465895505
78,0.044616234,0.029497948,0.08345731,0.011817816,0.099125475,22.363478,22.363478,37.226402,60.409184,165.16356,12602,125,0.7316258351893096,0.9810690423162584,0.7177754574630086
693,0.025883364,0.022104083,0.050800648,0.008480778,0.061149366,13.559297,13.559297,30.71969,18.138195,97.22234,12602,39,0.8897550111358574,0.8040089086859687,0.7153709555012127
791,0.033393323,0.02666388,0.041224178,0.009094318,0.059376,12.72864,12.72864,21.03187,51.08707,141.52797,12602,108,0.9031180400890868,0.7839643652561247,0.7080123610497963
650,0.041811366,0.028072169,0.039486594,0.009055717,0.06399553,16.338346,16.338346,27.054785,67.13061,118.723785,12602,76,0.844097995545657,0.8385300668151447,0.7078015486034295
434,0.036686838,0.025460524,0.050533663,0.00967643,0.06743748,17.814747,27.472239,22.18974,17.814747,123.833824,12602,149,0.821826280623608,0.8608017817371937,0.7074295266392526
966,0.03262991,0.030362032,0.036108136,0.009259193,0.057361674,11.892352,11.892352,21.906284,47.51612,61.960003,12602,136,0.9142538975501113,0.7683741648106904,0.7024890749549854
625,0.041481305,0.02707352,0.053954884,0.009425176,0.07324482,20.32911,20.32911,41.004105,42.876534,154.4039,12602,133,0.7728285077951002,0.9042316258351892,0.6988159780953467
61,0.037040915,0.026514344,0.04413213,0.009370634,0.06342464,16.506079,16.506079,24.258066,66.7534,91.76882,12602,102,0.841870824053452,0.8296213808463251,0.6984340355454585
771,0.039033655,0.039003383,0.047830857,0.01034812,0.07302521,20.208572,25.149368,28.350952,20.208572,120.83717,12602,82,0.7750556792873051,0.8997772828507795,0.6973774931671965
575,0.035904042,0.025734298,0.049751837,0.010350834,0.066532694,17.937382,18.926329,38.983692,17.937382,96.90268,12602,102,0.8195991091314031,0.8507795100222717,0.6972981284815055
806,0.02662804,0.025864093,0.046770345,0.0077308803,0.05971155,13.777398,13.777398,32.818245,17.45394,106.91171,12602,78,0.8841870824053452,0.7884187082405345,0.6971096373529893
315,0.025186343,0.022893075,0.042857554,0.010265138,0.054728553,9.601572,11.458604,20.47254,9.601572,62.212795,12602,117,0.9498886414253898,0.7305122494432071,0.6939052881682135
804,0.033798423,0.023638867,0.03551706,0.0080062905,0.054429688,9.30865,9.30865,17.482313,38.31834,69.458115,12602,119,0.9521158129175946,0.7282850779510022,0.6934117390290722
890,0.036687408,0.030931812,0.052150857,0.00839615,0.070869274,19.936163,30.32441,24.33348,19.936163,64.247765,12602,129,0.7873051224944321,0.8797327394209353,0.6926180921721617
720,0.031832412,0.028041594,0.038796168,0.007940829,0.057487182,13.060754,13.060754,18.676239,54.3759,61.56923,12602,88,0.8975501113585745,0.7694877505567929,0.6906538162013085
444,0.026848663,0.024494812,0.047024786,0.009961513,0.05943212,14.091044,15.170173,27.513098,14.091044,175.23074,12602,113,0.8775055679287305,0.7861915367483295,0.6898874509551043
999,0.030917205,0.0272,0.068528175,0.009401882,0.07994889,22.316397,28.443872,40.95221,22.316397,85.444405,12602,71,0.7371937639198218,0.9354120267260578,0.6895799127980515
813,0.039609365,0.03898197,0.048248746,0.011418078,0.07359645,20.82949,24.8304,27.601345,20.82949,126.47997,12602,95,0.7594654788418708,0.9075723830734966,0.6892698944945709
681,0.03271739,0.029091813,0.039097723,0.010105148,0.058697473,13.834231,13.834231,24.020084,53.45236,82.09922,12602,106,0.8830734966592427,0.7795100222717148,0.6883646410484074
123,0.029771863,0.026175452,0.06724084,0.009374363,0.07805671,22.304792,69.01788,78.609924,22.304792,88.3288,12602,70,0.7394209354120267,0.9276169265033407,0.6858993754991294
706,0.030707605,0.027029011,0.039344076,0.0071976352,0.05675809,12.967069,12.967069,17.208374,51.33004,55.873924,12602,99,0.9008908685968819,0.7594654788418708,0.6841955149031999
234,0.036313374,0.026522243,0.04906558,0.009161417,0.06655465,19.090141,21.317862,19.090141,52.097054,119.83064,12602,113,0.8017817371937639,0.8518930957683741,0.6830323262285405
639,0.04164316,0.028030824,0.060171485,0.009175387,0.07836126,22.329523,22.329523,33.517426,59.563385,141.54523,12602,136,0.7349665924276169,0.9287305122494431,0.6825858998715283
30,0.015307142,0.02115033,0.08206986,0.009132922,0.086122625,23.165844,165.83783,66.79453,23.165844,151.46701,12602,124,0.7160356347438752,0.953229398663697,0.6825462175286828
644,0.029540569,0.026027264,0.038174756,0.00973888,0.054839544,11.066993,11.066993,16.005991,49.87634,80.71716,12602,158,0.9309576837416481,0.7316258351893096,0.6811126928933884
320,0.0330972,0.023115769,0.035030592,0.0077124424,0.05345003,9.22481,9.22481,17.64374,37.76212,69.21299,12602,168,0.9554565701559019,0.7126948775055679,0.6809490032291505
452,0.04414319,0.028466277,0.06253419,0.008895507,0.08166686,22.985031,22.985031,35.994568,62.635685,50.131695,12602,101,0.720489977728285,0.9432071269487751,0.6795712818884827
131,0.025483789,0.02337045,0.041684512,0.008199943,0.054159027,10.750506,10.750506,25.690792,11.2751045,70.85083,12602,96,0.9365256124721603,0.7238307349665924,0.6778860223907619
564,0.038342606,0.03780226,0.047038093,0.009121258,0.071496494,20.842651,24.078281,26.685999,20.842651,89.77865,12602,106,0.7583518930957683,0.8853006681514476,0.6713694376515988
446,0.023940345,0.022595938,0.05152866,0.009139388,0.061146703,16.66813,20.38139,33.534214,16.66813,120.6007,12602,85,0.8351893095768373,0.8028953229398663,0.6705695904286189
834,0.038044874,0.038228728,0.047728706,0.010149275,0.07201998,21.0628,25.949276,27.04201,21.0628,122.782616,12602,105,0.7527839643652561,0.8897550111358574,0.6697933045967033
611,0.02825894,0.025265727,0.047196396,0.008359533,0.060534492,16.689228,28.616226,30.583418,16.689228,64.05604,12602,141,0.8340757238307349,0.799554565701559,0.6668890531296967
962,0.04275136,0.027264707,0.052749462,0.008589164,0.07316795,22.353722,22.353722,32.536,48.14696,131.31952,12602,145,0.7338530066815144,0.9031180400890868,0.6627558891076928
384,0.033579193,0.028726695,0.037753336,0.008886298,0.058121424,15.605057,15.605057,36.168358,47.70558,103.5502,12602,41,0.854120267260579,0.7750556792873051,0.6619907639347027
822,0.024264067,0.02144947,0.045914013,0.008913748,0.056186486,13.921348,13.921348,29.738262,14.437049,110.14462,12602,92,0.8808463251670379,0.7505567928730512,0.6611251928313847
137,0.03153041,0.025054192,0.034822956,0.010160459,0.053240187,11.161154,11.161154,16.31315,37.868587,74.99907,12602,162,0.9287305122494431,0.7082405345211581,0.6577645944216546
24,0.044514835,0.027651396,0.054260556,0.008385313,0.075434595,23.148968,23.148968,34.999252,45.234196,98.213974,12602,113,0.7171492204899776,0.9164810690423162,0.6572536842575184
135,0.031919803,0.026692146,0.04742951,0.009578191,0.0630944,19.528296,19.528296,21.475643,37.25928,105.40945,12602,106,0.7973273942093541,0.821826280623608,0.6552646068223867
679,0.041970752,0.027305877,0.053156827,0.009180414,0.073026046,22.559114,22.559114,30.27363,50.030304,139.07025,12602,145,0.7260579064587973,0.9008908685968819,0.6540989380012996
230,0.042449154,0.027099961,0.05297566,0.008939639,0.07309418,22.703772,22.703772,34.8125,44.276917,53.385124,12602,129,0.7238307349665924,0.9020044543429844,0.6528985471302226
329,0.04455047,0.030568829,0.065884605,0.010668679,0.08520551,25.305046,25.305046,49.978992,46.66813,169.00179,12602,72,0.6826280623608018,0.9510022271714922,0.6491808076348827
541,0.039684042,0.029397713,0.05117285,0.008207566,0.07111757,22.358591,32.43842,22.358591,73.599106,77.52973,12602,95,0.732739420935412,0.8841870824053452,0.647878730760264
685,0.039885912,0.041632798,0.056425165,0.010332077,0.08067202,25.071646,25.071646,28.68752,34.25831,122.52361,12602,64,0.685968819599109,0.9376391982182628,0.6431912540116368
866,0.033021163,0.027367147,0.039078753,0.008001339,0.05802161,16.871243,16.871243,19.814226,51.852486,80.66262,12602,160,0.8296213808463251,0.7717149220489977,0.6402311992500036
496,0.030310582,0.024780737,0.038720995,0.007134564,0.055064797,14.541617,14.541617,16.154245,43.92173,61.403496,12602,198,0.8708240534521158,0.7349665924276169,0.6400265871697064
630,0.03221543,0.025823724,0.037852403,0.009744246,0.05601342,15.688121,15.688121,19.445814,45.253212,114.2588,12602,188,0.8518930957683741,0.7494432071269488,0.6384454938219553
590,0.044181526,0.043470018,0.05183726,0.01032548,0.08080069,25.637648,26.722567,29.814367,25.637648,110.60157,12602,48,0.6781737193763919,0.9387527839643652,0.6366374670760561
619,0.032317173,0.022710998,0.03398967,0.008279519,0.052110333,10.899694,10.899694,19.48059,55.751926,70.28544,12602,150,0.933184855233853,0.6804008908685969,0.6349398068461962
300,0.026370728,0.022436535,0.052224364,0.009059126,0.062659375,20.319881,62.62241,65.99628,20.319881,126.15386,12602,94,0.7739420935412027,0.8173719376391981,0.6325985486183103
237,0.031203136,0.029881604,0.04198548,0.008973736,0.06024389,19.659111,19.659111,24.957432,62.240017,105.74012,12602,44,0.7951002227171492,0.7951002227171492,0.6321843641648602
755,0.028766872,0.024006873,0.0424667,0.0063858815,0.056632884,16.731983,16.731983,20.331728,32.29099,42.782436,12602,126,0.8329621380846325,0.7583518930957683,0.6316784142935798
109,0.043761484,0.03776009,0.09907461,0.009654122,0.11470253,28.476236,42.490578,39.089508,28.476236,123.40205,12602,33,0.6369710467706013,0.9910913140311803,0.6312964717436917
441,0.050831117,0.035559993,0.07796779,0.00947942,0.0996358,28.570019,28.570019,61.904636,52.38463,147.70483,12602,48,0.6347438752783964,0.9821826280623608,0.6234344075674227
3,0.03665185,0.026095958,0.031711902,0.008955308,0.055045456,16.065224,16.065224,30.163921,39.375584,137.23273,12602,130,0.8485523385300667,0.7338530066815144,0.6227126849569198
929,0.036634225,0.029742409,0.0447418,0.009916027,0.06502696,22.306383,25.474857,22.306383,60.837227,109.2608,12602,105,0.7383073496659243,0.841870824053452,0.6215594168679718
770,0.03473344,0.027047995,0.05057354,0.009902219,0.0670499,22.656717,43.655148,34.867374,22.656717,90.2696,12602,137,0.7249443207126949,0.856347438752784,0.620804212280693
338,0.030497093,0.024287859,0.03363148,0.009990166,0.05148834,11.249233,11.249233,16.381886,40.474384,155.88446,12602,197,0.9265033407572383,0.6692650334075724,0.6200762893041205
397,0.029999113,0.025541168,0.032069456,0.009541823,0.05080106,11.063819,11.063819,16.075014,46.88414,74.84176,12602,134,0.9320712694877505,0.6592427616926503,0.6144612377914791
474,0.032560553,0.025394736,0.03329769,0.009841438,0.05304544,14.487786,14.487786,18.075642,44.300594,136.79782,12602,137,0.8730512249443206,0.7015590200445434,0.6124969618206259
556,0.025926478,0.02290146,0.038154315,0.008393969,0.05150156,11.91085,25.668125,20.423258,11.91085,58.262497,12602,161,0.9131403118040089,0.6703786191536748,0.6121497413207275
500,0.0279702,0.022737894,0.04199982,0.0075090514,0.05534735,17.414219,17.414219,17.458868,31.234972,64.135895,12602,157,0.8240534521158129,0.7427616926503341,0.6120753369278923
931,0.025483996,0.022712022,0.038059454,0.0081488155,0.05112526,11.65908,27.386038,20.60078,11.65908,68.42964,12602,145,0.9198218262806236,0.6648106904231625,0.6115073833959156
330,0.03427329,0.026491137,0.044941176,0.007019892,0.06241913,21.076176,22.41365,21.076176,61.369167,64.768,12602,145,0.7516703786191536,0.811804008908686,0.6102090267409388
266,0.023912242,0.023651775,0.0458758,0.009735764,0.056884013,19.663124,22.004272,44.04468,19.663124,218.9733,12602,99,0.7939866369710468,0.7616926503340757,0.6047737858443163
587,0.03751115,0.023913095,0.04553695,0.0072153877,0.063659534,22.833315,22.833315,32.693996,45.396477,115.05632,12602,142,0.7227171492204899,0.8329621380846325,0.6019960218451297
94,0.037182506,0.031485595,0.037960045,0.0072077084,0.061764445,22.121706,22.121706,46.244427,39.77342,64.251144,12602,54,0.7405345211581291,0.809576837416481,0.5995195956369264
768,0.035485543,0.03709069,0.077654585,0.01016954,0.093086936,29.245071,82.640816,64.90604,29.245071,116.51376,12602,41,0.6180400890868597,0.9665924276169264,0.5973928700750492
95,0.031521622,0.024516417,0.03381588,0.008837503,0.052327633,14.701008,14.701008,17.319134,47.518597,109.261116,12602,203,0.8685968819599109,0.685968819599109,0.5958303778255067
881,0.029251652,0.023397204,0.03331995,0.0073316894,0.050132893,11.472515,11.472515,14.597464,48.116398,22.031544,12602,161,0.9242761692650334,0.643652561247216,0.5949127236472042
667,0.027267288,0.021134593,0.039379843,0.0103034265,0.052354064,15.302975,28.817005,26.915842,15.302975,94.89577,12602,169,0.8641425389755011,0.688195991091314,0.5946994310544094
662,0.048085425,0.045551248,0.059538983,0.010857726,0.089061856,29.221252,29.221252,45.489983,31.508472,67.359924,12602,40,0.6191536748329621,0.9587973273942093,0.5936428886761475
336,0.02812692,0.023450425,0.04029415,0.0087232785,0.054448735,18.293158,18.293158,18.501389,32.129898,104.38974,12602,121,0.8129175946547884,0.7293986636971046,0.5929410072370672
900,0.030311385,0.024378076,0.030831756,0.010160072,0.04963535,10.688425,10.688425,17.784279,55.57081,131.94197,12602,148,0.9387527839643652,0.6302895322939867,0.5916860531445777
884,0.029026682,0.02363842,0.041390516,0.0085613085,0.055807687,19.89317,20.919916,19.89317,36.97483,113.74228,12602,138,0.7895322939866369,0.7461024498886414,0.5890719788096289
634,0.0295849,0.025656877,0.048992567,0.009087157,0.06272012,23.08257,23.08257,25.858967,33.605667,103.31666,12602,172,0.7193763919821826,0.8184855233853007,0.5887991627025659
180,0.02879549,0.024632206,0.030485,0.0108902855,0.04863395,9.1020775,9.1020775,16.494137,35.120224,71.4908,12602,324,0.9576837416481069,0.6135857461024499,0.5876210931493395
977,0.031368278,0.028381335,0.078456625,0.009341132,0.08913423,29.61761,81.05984,79.35431,29.61761,100.13477,12602,43,0.611358574610245,0.9599109131403117,0.5868497676102797
713,0.03399076,0.024508372,0.028501317,0.00924765,0.05067896,13.515648,13.515648,20.077045,42.578568,120.03148,12602,143,0.8908685968819599,0.6570155902004454,0.5853145569714435
593,0.02771917,0.022629041,0.032877553,0.0072493777,0.04859382,9.10714,9.10714,14.461774,35.447353,13.633426,12602,193,0.9565701559020044,0.6102449888641425,0.5837421441361897
21,0.02962047,0.024507433,0.030063955,0.010537566,0.048803974,10.018056,10.018056,18.844692,31.618816,62.879997,12602,278,0.9443207126948775,0.6169265033407572,0.5825764753151025
581,0.02854855,0.02372761,0.03941258,0.008950875,0.054142136,18.856712,18.856712,21.1596,44.56328,100.59924,12602,137,0.8051224944320713,0.7227171492204899,0.5818758339492364
294,0.02908353,0.023953883,0.030935071,0.0072783255,0.048750576,10.522997,10.522997,16.327051,39.348534,92.0611,12602,187,0.9420935412026725,0.6158129175946547,0.5801533722550979
148,0.02878085,0.023973146,0.03177188,0.008884802,0.049117222,10.772568,10.772568,16.139168,40.6773,85.29115,12602,211,0.9354120267260578,0.6191536748329621,0.5791637938303877
708,0.027793339,0.024145065,0.038746856,0.009154181,0.05344879,18.37545,18.37545,18.739468,35.72166,108.58183,12602,143,0.811804008908686,0.7115812917594655,0.5776645453147554
835,0.024727985,0.025036165,0.039983768,0.009161911,0.05326335,18.393057,23.46152,36.97686,18.393057,145.25871,12602,175,0.8106904231625834,0.7093541202672605,0.5750665919315875
283,0.028572274,0.02641358,0.030213472,0.008663154,0.049263638,11.540713,11.540713,18.262589,53.841934,74.149765,12602,147,0.9220489977728284,0.6224944320712694,0.57397036721048
717,0.047727276,0.043364584,0.06567158,0.010947586,0.09203877,30.378208,33.50366,30.378208,41.105576,114.04367,12602,67,0.5957683741648107,0.9632516703786191,0.573874881573008
910,0.028718997,0.025547955,0.04139986,0.009950237,0.056492716,20.796955,20.796955,23.12792,35.22778,142.22542,12602,155,0.7605790645879732,0.7538975501113585,0.5733986934588617
5,0.030667068,0.023743948,0.029337449,0.00739638,0.048630547,10.881051,10.881051,17.010036,42.595985,73.46723,12602,120,0.9342984409799554,0.6124721603563474,0.5722317845645607
115,0.028654315,0.023618693,0.029434105,0.008936911,0.047384374,8.689421,8.689421,16.612293,32.68674,52.993576,12602,344,0.9665924276169264,0.5913140311804008,0.5715596648826146
284,0.027824903,0.022729993,0.030007869,0.008449182,0.04681186,8.393051,8.393051,13.917834,31.465528,53.05133,12602,290,0.9743875278396437,0.5846325167037861,0.5696586326456714
987,0.046902277,0.041899946,0.07034141,0.009553485,0.09435753,30.897455,33.462196,30.897455,38.584705,90.1343,12602,68,0.5846325167037861,0.9699331848552338,0.567054478896434
449,0.20398323,0.20603728,0.19965295,0.04849169,0.35202533,31.5877,36.80146,32.327778,31.5877,57.967606,12602,61,0.5668151447661469,1.0,0.5668151447661469
547,0.03199205,0.023975123,0.030975785,0.009184496,0.050574668,14.9366455,14.9366455,23.320652,39.993237,133.99266,12602,100,0.8652561247216035,0.6547884187082406,0.566559689684079
792,0.035596352,0.029741827,0.05390103,0.0092697935,0.07111257,28.237906,28.237906,39.054485,36.95615,187.11966,12602,107,0.6414253897550111,0.8830734966592427,0.5664257617769752
466,0.02908974,0.023728577,0.03205263,0.007042887,0.049362227,12.122834,12.122834,15.063768,40.292835,24.947006,12602,242,0.9075723830734966,0.623608017817372,0.5659694148342518
648,0.02745877,0.022635864,0.030316005,0.0068947887,0.04674855,8.586687,8.586687,13.179873,29.67016,33.84036,12602,223,0.9710467706013363,0.5824053452115813,0.5655428296486624
292,0.02428645,0.025234167,0.039036576,0.007263833,0.052444726,17.945004,23.923868,36.428688,17.945004,83.08447,12602,175,0.8184855233853007,0.6904231625835189,0.565101363584506
846,0.024197167,0.025467359,0.039935175,0.00837964,0.053187475,19.282661,22.797092,38.4366,19.282661,125.55071,12602,129,0.799554565701559,0.7060133630289532,0.5644962078561119
940,0.04423981,0.032994464,0.055707823,0.009298062,0.07841656,29.710232,30.085314,34.564045,29.710232,95.08788,12602,95,0.6069042316258352,0.9298440979955456,0.5643263178258043
936,0.044345323,0.04110765,0.065225914,0.009746711,0.08894249,30.828062,31.435638,30.828062,40.793816,109.167046,12602,80,0.5868596881959911,0.9576837416481069,0.5620259820139781
144,0.042240635,0.033005796,0.04881693,0.009047708,0.072503425,28.898193,30.91366,28.898193,66.97121,36.635353,12602,51,0.6269487750556793,0.8964365256124721,0.5620197816479084
100,0.030264901,0.024853377,0.03172685,0.0070480937,0.050400868,15.479665,15.479665,33.926353,32.625343,67.061775,12602,100,0.8608017817371937,0.6525612472160356,0.5617258842962087
690,0.029703718,0.024305785,0.03028797,0.009007567,0.04889216,12.072903,12.072903,28.497963,30.573355,99.11694,12602,87,0.9086859688195991,0.6180400890868597,0.5616043571212445
